sample,time,wbo2,FFB,EGT,AFC,AFL,RPM,MPH,Timing,IAT,MAF,MAF(V),Accelerator,Throttle,RQTQ,ATM(psi),MAP,Trgt_Boost,IAM,CL/OL,FLKC,FBKC,avcs,wgdc,tdi,Tdp,IPW,Misfire1,Misfire2,Misfire3,Misfire4
0,6348.360,10.17,11.3778,255,0,4.6875,184.25,0,25,60.8,2.41,1.22,0,7.84314,0,14.3647,13.92,-9.02068,1,7,0,0,0,0,0,0,8.704,0,0,0,0
1,6348.400,10.17,11.3778,255,0,4.6875,184.25,0,25,60.8,2.41,1.1,0,7.84314,0,14.3647,13.92,-9.02068,1,7,0,0,0,0,0,0,8.704,0,0,0,0
2,6348.440,10.17,11.3778,255,0,4.6875,184.25,0,25,60.8,2.41,1.12,0,7.84314,0,14.3647,13.92,-9.02068,1,7,0,0,0,0,0,0,8.704,0,0,0,0
3,6348.480,10.17,11.3778,255,0,4.6875,203.25,0,25,60.8,2.92,1.22,0,7.84314,0,14.3647,13.92,-9.02068,1,7,0,0,0,0,0,0,8.704,0,0,0,0
4,6348.520,10.17,11.3778,255,0,4.6875,203.25,0,25,60.8,2.92,1.22,0,7.84314,0,14.3647,13.92,-9.02068,1,7,0,0,0,0,0,0,8.704,0,0,0,0
5,6348.560,10.17,11.3778,255,0,4.6875,422.5,0,25,60.8,3.48,1.22,0,7.84314,0,14.3647,13.05,-9.02068,1,7,0,0,0,0,0,0,8.448,0,0,0,0
6,6348.600,10.17,11.3778,255,0,4.6875,760.75,0,25,60.8,3.53,1.28,0,8.23529,0,14.3647,12.905,-9.02068,1,7,0,0,0,0,0,0,7.168,0,0,0,0
7,6348.640,22.4722,11.3778,255,0,4.6875,1203.5,0,25,60.8,4.85,1.34,0,8.23529,0,14.3647,11.02,-9.02068,1,7,0,0,0,0,0,0,6.4,0,0,0,0
8,6348.680,22.6404,11.3864,255,0,4.6875,1356,0,22,60.8,5.5,1.42,0,8.23529,0,14.3647,10.44,-8.65328,1,7,0,0,0,0,0,0,5.376,0,0,0,0
9,6348.720,22.3039,11.3864,255,0,4.6875,1703,0,20.5,60.8,6.96,1.48,0,8.23529,0,14.3647,8.845,-8.65328,1,7,0,0,0,0,0,0,3.84,0,0,0,0
10,6348.760,22.3445,11.395,255,0,4.6875,1851,0,20,60.8,7.43,1.5,0,7.84314,0,14.3647,8.12,-9.08012,1,7,0,0,0,0,0,0,3.328,0,0,0,0
11,6348.800,22.4296,11.4036,255,0,4.6875,2009.5,0,19.5,60.8,7.7,1.52,0,7.84314,0,14.3647,7.54,-9.08012,1,7,0,0,0,0,0,0,2.56,0,0,0,0
12,6348.840,22.6404,11.4036,255,0,4.6875,2115.75,0,19.5,60.8,7.78,1.54,0,7.84314,0,14.3647,6.815,-9.63945,1,7,0,0,0,0,0,0,2.56,0,0,0,0
13,6348.880,22.3871,11.4166,255,0,4.6875,2162.5,0,19,60.8,7.9,1.54,0,8.23529,0,14.3647,6.09,-9.63945,1,7,0,0,0,0,0,0,2.56,0,0,0,0
14,6348.920,22.008,11.4166,255,0,4.6875,2205.5,0,17.5,60.8,7.93,1.54,0,8.23529,0,14.3647,5.51,-9.63945,1,7,0,0,0,0,0,0,2.56,0,0,0,0
15,6348.960,22.2188,11.4253,255,0,4.6875,2232.75,0,16,60.8,7.9,1.54,0,8.23529,0,14.3647,5.22,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
16,6349.000,22.008,11.696,255,0,3.90625,2235.75,0,15,60.8,7.96,1.54,0,8.23529,0,14.3647,4.93,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
17,6349.040,22.008,11.696,255,0,3.90625,2245.25,0,13.5,60.8,7.96,1.54,0,8.62745,0,14.3647,4.64,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
18,6349.080,22.0506,11.82,255,0,3.90625,2227.75,0,12.5,60.8,8.06,1.56,0,8.62745,0,14.3647,4.495,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
19,6349.120,22.5147,11.9372,255,0,3.90625,2204,0,11,60.8,8.12,1.56,0,8.62745,0,14.3647,4.35,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
20,6349.160,22.3871,11.9372,255,0,3.90625,2160,0,10,60.8,8.18,1.56,0,8.62745,0,14.3647,4.205,-9.63945,1,7,0,0,0,0,0,0,2.048,0,0,0,0
21,6349.200,22.2188,12.0471,255,0,3.125,2132,0,6,60.8,8.24,1.56,0,8.62745,0,14.3647,4.205,-9.63945,1,7,0,0,0,0,0,0,2.048,0,0,0,0
22,6349.240,22.4296,12.0471,255,0,3.125,2069,0,8.5,60.8,8.48,1.56,0,8.62745,0,14.3647,4.205,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
23,6349.280,22.008,12.1443,255,0,3.125,2043.75,0,8.5,60.8,8.09,1.54,0,8.62745,0,14.3647,4.06,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
24,6349.320,22.2614,12.2331,255,0,3.125,2015.75,0,8.5,60.8,8.18,1.56,0,8.62745,0,14.3647,4.205,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
25,6349.360,22.2614,12.2331,255,0,3.125,1957.25,0,8.5,60.8,8.48,1.56,0,8.62745,0,14.3647,4.205,-9.63945,1,7,0,0,0,0,0,0,2.304,0,0,0,0
26,6349.400,22.4722,12.3182,255,0,2.34375,1918.75,0,8,60.8,8.48,1.56,0,8.62745,0,14.3647,4.205,-9.51216,1,7,0,0,0,0,0,0,2.304,0,0,0,0
27,6349.440,22.4296,12.3942,255,0,2.34375,1868.5,0,8,60.8,8.42,1.56,0,8.62745,0,14.3647,4.35,-9.51216,1,7,0,0,0,0,0,0,2.304,0,0,0,0
28,6349.480,22.3039,12.3942,255,0,2.34375,1829.75,0,8,60.8,8.6,1.56,0,8.62745,0,14.3647,4.35,-9.31508,1,7,0,0,0,0,0,0,2.304,0,0,0,0
29,6349.520,22.1337,12.4661,255,0,2.34375,1777.75,0,8,60.8,8.6,1.56,0,8.62745,0,14.3647,4.35,-9.15355,1,7,0,0,0,0,0,0,2.304,0,0,0,0
30,6349.560,22.3039,12.4661,255,0,2.34375,1738.5,0,8,60.8,8.6,1.56,0,8.62745,0,14.3647,4.495,-9.15355,1,7,0,0,0,0,0,0,2.304,0,0,0,0
31,6349.600,22.3039,12.5336,255,0,2.34375,1627.75,0,7.5,60.8,8.54,1.58,0,8.62745,0,14.3647,4.495,-8.9945,1,7,0,0,0,0,0,0,2.56,0,0,0,0
32,6349.640,23.8627,12.4609,255,0,2.34375,1578.25,0,7.5,60.8,8.48,1.54,0,8.62745,0,14.3647,4.64,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
33,6349.680,23.5243,12.4609,255,0,2.34375,1556.5,0,7.5,60.8,8.09,1.56,0,8.62745,0,14.3647,4.785,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
34,6349.720,23.6519,12.4147,255,0,2.34375,1532,0,7.5,60.8,8.3,1.56,0,8.62745,0,14.3647,4.785,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
35,6349.760,23.6519,12.4096,255,0,2.34375,1523,0,7.5,60.8,8.48,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
36,6349.800,23.5243,12.4096,255,0,1.5625,1498.25,0,7.5,60.8,8.48,1.58,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
37,6349.840,23.5243,12.3942,255,0,1.5625,1477.5,0,7.5,60.8,8.79,1.58,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
38,6349.880,23.5243,12.3942,255,0,1.5625,1468,0,7,60.8,8.54,1.58,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
39,6349.920,23.6519,12.3688,255,0,1.5625,1476.75,0,7,60.8,8.6,1.58,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
40,6349.960,23.5668,12.384,255,0,1.5625,1475.25,0,7,60.8,8.6,1.58,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
41,6350.000,23.6519,12.384,255,0,1.5625,1480.75,0,7,60.8,8.48,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
42,6350.040,23.5243,12.4147,255,0,1.5625,1477,0,7,60.8,8.24,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
43,6350.080,23.5243,12.4713,255,0,1.5625,1487.25,0,7,60.8,8.42,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
44,6350.120,23.5243,12.4713,255,0,1.5625,1480.75,0,6.5,60.8,8.42,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
45,6350.160,23.5243,12.492,255,0,1.5625,1488.5,0,6.5,60.8,8.48,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
46,6350.200,23.6519,12.492,255,0,.78125,1497,0,6.5,60.8,8.36,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
47,6350.240,23.6519,12.5492,255,0,.78125,1501.75,0,6.5,60.8,8.42,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
48,6350.280,23.6519,12.6176,255,0,.78125,1508,0,6,60.8,8.36,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
49,6350.320,23.5243,12.6176,255,0,.78125,1510.5,0,6,60.8,8.09,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
50,6350.360,23.5243,12.6654,255,0,.78125,1508.75,0,6,60.8,8.09,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
51,6350.400,23.5243,12.7296,255,0,.78125,1506.25,0,6,60.8,8.48,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
52,6350.440,23.5668,12.7296,255,0,.78125,1499.5,0,6,60.8,8.36,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
53,6350.480,23.6945,12.762,255,0,.78125,1503.25,0,5.5,60.8,8.24,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
54,6350.520,23.6519,12.762,255,0,.78125,1494.5,0,5.5,60.8,8.18,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
55,6350.560,23.5668,12.8327,255,0,.78125,1492.75,0,5.5,60.8,8.24,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
56,6350.600,23.5243,12.8656,255,0,0,1487.25,0,5.5,60.8,8.3,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
57,6350.640,23.3986,12.8656,255,0,0,1489.25,0,5.5,60.8,8.18,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
58,6350.680,23.6945,12.8932,255,0,0,1481.5,0,5.5,60.8,8.3,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
59,6350.720,23.6945,12.9209,255,0,0,1467.5,0,5.5,60.8,8.24,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
60,6350.760,23.8627,12.9209,255,0,0,1455.75,0,5,60.8,8.3,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
61,6350.800,23.356,12.9375,255,0,0,1445.5,0,5,60.8,8.48,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
62,6350.840,23.356,12.9375,255,0,0,1438,0,5,60.8,8.24,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
63,6350.880,23.6094,12.9654,255,0,0,1420.75,0,5,60.8,8.42,1.56,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
64,6350.920,23.4837,12.9877,255,0,0,1399.75,0,5.5,60.8,8.3,1.54,0,8.62745,0,14.3647,4.93,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
65,6350.960,23.6945,12.9877,255,0,0,1396,0,5.5,60.8,8.02,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
66,6351.000,23.6519,12.9877,255,0,0,1396,0,5,60.8,7.9,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
67,6351.040,23.6945,12.9934,255,0,0,1400.75,0,5,60.8,7.9,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
68,6351.080,23.5668,12.9934,255,0,0,1390,0,5,60.8,7.87,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
69,6351.120,23.4411,12.999,255,0,0,1385,0,5,60.8,7.87,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
70,6351.160,23.5668,12.999,255,0,0,1377.75,0,5,60.8,7.78,1.52,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
71,6351.200,23.6945,13.0046,255,0,-.78125,1378.75,0,5,60.8,8.06,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
72,6351.240,23.6945,13.0271,255,0,-.78125,1359.5,0,5.5,60.8,8.09,1.54,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
73,6351.280,23.6945,13.0271,255,0,-.78125,1350.25,0,5.5,60.8,8.09,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
74,6351.320,23.356,13.0327,255,0,-.78125,1348.5,0,5.5,60.8,8.02,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.56,0,0,0,0
75,6351.360,23.5668,13.0327,255,0,-.78125,1335.75,0,5.5,60.8,8.12,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
76,6351.400,23.5668,13.0327,255,0,-.78125,1339.5,0,5.5,59,8.18,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
77,6351.440,23.5668,13.0497,255,0,-.78125,1337.25,0,5.5,59,8.42,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
78,6351.480,23.6945,13.0497,255,0,-.78125,1340.5,0,5,59,8.24,1.56,0,8.62745,0,14.3647,5.075,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
79,6351.520,23.6945,13.061,255,0,-.78125,1334.5,0,5.5,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
80,6351.560,23.6519,13.0553,255,0,-.78125,1338,0,5,59,8.03,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
81,6351.600,23.5668,13.0553,255,0,-2.34375,1334.25,0,5,59,8.15,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
82,6351.640,23.5668,13.0723,255,0,-2.34375,1326.25,0,5,59,7.96,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
83,6351.680,23.2729,13.0894,255,0,-2.34375,1331.5,0,5,59,8.06,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
84,6351.720,23.5668,13.0894,255,0,-2.34375,1331,0,5,59,8.09,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
85,6351.760,23.6945,13.1122,255,0,-2.34375,1324.75,0,5,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
86,6351.800,23.6945,13.1122,255,0,-2.34375,1329.75,0,5,59,8.42,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
87,6351.840,23.3135,13.1008,255,0,-2.34375,1323.75,0,5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
88,6351.880,23.5243,13.1179,255,0,-2.34375,1316.75,0,5,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
89,6351.920,23.5668,13.1179,255,0,-2.34375,1316.75,0,5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
90,6351.960,23.5243,13.1294,255,0,-2.34375,1311,0,5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
91,6352.000,23.1878,13.1236,255,0,-2.34375,1311,0,5,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
92,6352.040,23.6094,13.1236,255,0,-2.34375,1319.5,0,4.5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
93,6352.080,23.6094,13.1351,255,0,-2.34375,1321.5,0,4.5,59,8.3,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
94,6352.120,23.5243,13.1351,255,0,-2.34375,1316.75,0,4.5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
95,6352.160,23.4837,13.158,255,0,-2.34375,1322,0,4.5,59,8.18,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
96,6352.200,23.6094,13.1753,255,0,-2.34375,1321.5,0,4.5,59,8.18,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
97,6352.240,23.4411,13.1753,255,0,-2.34375,1329.5,0,4,59,8.09,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
98,6352.280,23.7351,13.1869,255,0,-2.34375,1329.25,0,4,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
99,6352.320,23.6945,13.21,255,0,-2.34375,1320.75,0,4,59,8.36,1.58,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
100,6352.360,23.4411,13.21,255,0,-2.34375,1330.5,0,4,59,8.79,1.58,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
101,6352.400,23.6094,13.2216,255,0,-2.34375,1336.75,0,3.5,59,8.67,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
102,6352.440,23.5668,13.2216,255,0,-2.34375,1336,0,3.5,59,8.3,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
103,6352.480,23.6094,13.2741,255,0,-2.34375,1341.75,0,3.5,59,8.3,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
104,6352.520,23.7351,13.2799,255,0,-2.34375,1343.25,0,3.5,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
105,6352.560,23.6094,13.2799,255,0,-2.34375,1338.75,0,3.5,59,8.42,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
106,6352.600,23.6519,13.3093,255,0,-2.34375,1345.25,0,3,59,8.48,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
107,6352.640,23.6094,13.3093,255,0,-2.34375,1341.5,0,3,59,8.15,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
108,6352.680,23.6094,13.327,255,0,-2.34375,1332.75,0,3.5,59,8.24,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
109,6352.720,23.2729,13.3211,255,0,-2.34375,1323.75,0,3.5,59,8.09,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
110,6352.760,23.5668,13.3211,255,0,-2.34375,1319.75,0,3.5,59,8,1.54,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
111,6352.800,23.6945,13.327,255,0,-2.34375,1319.5,0,3.5,59,8.3,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
112,6352.840,23.6945,13.3329,255,0,-2.34375,1326.25,0,3,59,8.18,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
113,6352.880,23.3135,13.3329,255,0,-2.34375,1317.25,0,3,59,8.36,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
114,6352.920,23.6094,13.3506,255,0,-2.34375,1323.25,0,3,59,8.3,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
115,6352.960,23.6094,13.3447,255,0,-2.34375,1328.25,0,3,59,8.42,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
116,6353.000,23.6094,13.3447,255,0,-2.34375,1331.25,0,2.5,59,8.48,1.56,0,8.62745,0,14.3647,5.22,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
117,6353.040,23.6945,13.3684,255,0,-2.34375,1323,0,3,59,8.54,1.58,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
118,6353.080,23.6945,13.3684,255,0,-2.34375,1322,0,2.5,59,8.54,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
119,6353.120,23.6519,13.3743,255,0,-2.34375,1322.75,0,2.5,59,8.3,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
120,6353.160,23.5668,13.3803,255,0,-2.34375,1323.75,0,2.5,59,8.42,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
121,6353.200,23.5243,13.3803,255,0,-2.34375,1327.5,0,2.5,59,8.48,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
122,6353.240,23.4411,13.3922,255,0,-2.34375,1328.5,0,2.5,59,8.09,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
123,6353.280,23.6094,13.4101,255,0,-2.34375,1326.25,0,2.5,59,8.15,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
124,6353.320,23.6945,13.4101,255,0,-2.34375,1325.25,0,2,59,8.21,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
125,6353.360,23.7351,13.4101,255,0,-2.34375,1321.25,0,2.5,59,8.18,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
126,6353.400,23.3986,13.4101,255,0,-2.34375,1325.75,0,2,59,8.24,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
127,6353.440,23.5668,13.434,255,0,-2.34375,1322,0,2,59,8.42,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
128,6353.480,23.7351,13.434,255,0,-2.34375,1308,0,2.5,59,8.48,1.56,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
129,6353.520,23.6094,13.434,255,0,-2.34375,1306,0,2.5,59,8.6,1.58,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
130,6353.560,23.4411,13.428,255,0,-2.34375,1300.75,0,2.5,59,8.67,1.58,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
131,6353.600,23.6519,13.4041,255,0,-2.34375,1299.25,0,2.5,59,8.79,1.58,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
132,6353.640,23.6519,13.4041,255,0,-2.34375,1292.25,0,2.5,59,8.79,1.58,0,8.62745,0,14.3647,5.365,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
133,6353.680,23.5668,13.4041,255,0,-2.34375,1287.25,0,2.5,59,8.67,1.58,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
134,6353.720,23.6519,13.4041,255,0,-2.34375,1284.5,0,2.5,59,8.67,1.58,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
135,6353.760,23.6094,13.3981,255,0,-2.34375,1285.5,0,2,59,8.6,1.56,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
136,6353.800,23.6519,13.4101,255,0,-2.34375,1286.25,0,2,59,8.54,1.56,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
137,6353.840,23.3986,13.4101,255,0,-2.34375,1290.75,0,2,59,8.42,1.56,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
138,6353.880,23.7351,13.416,255,0,-2.34375,1292,0,2,59,8.54,1.56,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
139,6353.920,23.6945,13.422,255,0,-2.34375,1301,0,1.5,59,8.42,1.54,0,8.62745,0,14.3647,5.51,-8.65328,1,7,0,0,0,0,0,0,2.816,0,0,0,0
